seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
private,offer,3400,test,station wagon,2003,automatic,163,a4,150000,10,diesel,audi,no
private,offer,5950,test,station wagon,2011,manual,106,megane,150000,7,diesel,renault,no
private,offer,3499,test,limousine,2003,manual,192,3er,60000,11,petrol,bmw,yes
private,offer,3650,control,station wagon,2007,automatic,140,a3,150000,5,diesel,audi,no
private,offer,1950,test,small car,2003,manual,75,twingo,125000,4,petrol,renault,no
private,offer,2500,control,limousine,2001,manual,131,a4,150000,7,petrol,audi,no
private,offer,4000,test,bus,2007,manual,90,others,150000,3,diesel,fiat,no
private,offer,600,control,limousine,2017,manual,101,vectra,150000,0,petrol,opel,no
private,offer,850,test,small car,1995,manual,45,corsa,150000,4,petrol,opel,no
private,offer,899,test,small car,1999,manual,50,lupo,150000,0,petrol,volkswagen,no
private,offer,2900,test,limousine,1997,manual,174,golf,150000,3,petrol,volkswagen,no
private,offer,9599,test,limousine,2005,automatic,177,5er,150000,2,diesel,bmw,no
private,offer,1200,control,limousine,2017,manual,101,a4,150000,8,petrol,audi,no
private,offer,46990,control,coupe,1973,manual,180,others,100000,2,petrol,fiat,no
private,offer,1500,test,station wagon,1998,manual,150,5er,150000,4,petrol,bmw,no
private,offer,5999,control,limousine,2007,automatic,200,159,150000,12,diesel,alfa_romeo,no
private,offer,4999,test,cabrio,1985,manual,160,golf,150000,5,petrol,volkswagen,no
private,offer,699,control,station wagon,1994,manual,150,5er,150000,12,petrol,bmw,yes
private,offer,200,control,limousine,2000,automatic,122,carisma,150000,9,petrol,mitsubishi,no
private,offer,6199,test,coupe,1999,manual,193,3er,125000,6,petrol,bmw,no
private,offer,1000,test,coupe,1997,manual,90,tigra,125000,8,petrol,opel,no
private,offer,3000,test,limousine,2001,manual,170,3er,150000,7,petrol,bmw,no
private,offer,12700,control,cabrio,1990,manual,190,sl,150000,6,petrol,mercedes_benz,yes
private,offer,11700,test,coupe,2010,automatic,299,passat,150000,6,petrol,volkswagen,no
private,offer,8990,test,small car,2011,manual,105,polo,150000,5,diesel,volkswagen,no
private,offer,5150,control,station wagon,2001,manual,150,3er,150000,12,diesel,bmw,no
private,offer,10500,control,station wagon,2010,manual,125,a3,125000,3,petrol,audi,no
private,offer,19700,test,suv,2007,automatic,345,golf,150000,12,lpg,sonstige_autos,no
private,offer,1400,control,bus,2006,manual,68,note,150000,1,diesel,nissan,no
private,offer,3150,test,small car,2007,manual,68,c2,150000,8,diesel,citroen,no
private,offer,2999,test,station wagon,2005,manual,150,signum,150000,6,diesel,opel,no
private,offer,28500,test,station wagon,2015,automatic,184,octavia,20000,6,diesel,skoda,no
private,offer,1950,test,limousine,1988,manual,113,3er,150000,8,petrol,bmw,no
private,offer,7000,test,station wagon,2010,manual,105,golf,150000,4,diesel,volkswagen,no
private,offer,9900,test,suv,1978,automatic,101,golf,90000,1,diesel,sonstige_autos,no
private,offer,17600,control,bus,2008,automatic,204,viano,125000,9,diesel,mercedes_benz,no
private,offer,4500,test,suv,2000,automatic,218,m_klasse,150000,7,lpg,mercedes_benz,no
private,offer,7900,control,limousine,1976,automatic,200,others,150000,0,petrol,bmw,no
private,offer,500,control,station wagon,1999,manual,125,golf,5000,12,petrol,audi,no
private,offer,4990,control,limousine,1999,manual,193,5er,150000,3,petrol,bmw,no
private,offer,9499,test,coupe,1983,manual,111,golf,150000,11,petrol,volkswagen,no
private,offer,400,control,station wagon,2001,manual,101,vectra,150000,0,petrol,opel,yes
private,offer,1999,test,small car,2002,manual,75,twingo,150000,11,petrol,renault,no
private,offer,4200,test,bus,2004,manual,136,touran,150000,3,diesel,volkswagen,no
private,offer,6200,control,station wagon,2008,manual,140,passat,150000,9,diesel,volkswagen,no
private,offer,8700,control,station wagon,2008,automatic,200,159,125000,5,diesel,alfa_romeo,yes
private,offer,25990,control,cabrio,2012,manual,184,slk,90000,6,petrol,mercedes_benz,no
private,offer,24699,test,station wagon,2013,manual,170,passat,50000,1,diesel,volkswagen,no
private,offer,1250,control,limousine,2016,manual,75,golf,150000,0,petrol,volkswagen,no
private,offer,12750,test,bus,2012,automatic,163,others,90000,3,diesel,chevrolet,no
private,offer,4450,test,station wagon,2004,automatic,143,c_klasse,150000,2,petrol,mercedes_benz,no
private,offer,28800,test,suv,2014,automatic,163,golf,40000,4,diesel,sonstige_autos,no
private,offer,11900,control,limousine,2007,automatic,204,c_klasse,125000,11,petrol,mercedes_benz,no
private,offer,4500,control,bus,2006,manual,150,espace,150000,12,diesel,renault,no
private,offer,1200,test,bus,2005,manual,98,golf,150000,0,diesel,sonstige_autos,yes
private,offer,50000,control,suv,2012,automatic,258,m_klasse,50000,11,diesel,mercedes_benz,no
private,offer,11450,control,limousine,2009,manual,140,golf,150000,11,diesel,volkswagen,no
private,offer,7399,test,bus,2005,manual,105,transporter,150000,11,diesel,volkswagen,no
private,offer,12990,control,station wagon,2013,manual,101,focus,40000,12,petrol,ford,no
private,offer,1000,control,cabrio,1992,manual,118,golf,150000,0,petrol,bmw,yes
private,offer,3500,test,limousine,1999,automatic,193,3er,150000,6,petrol,bmw,no
private,offer,2000,test,limousine,1991,manual,103,others,150000,5,petrol,mercedes_benz,no
private,offer,1000,control,station wagon,1999,manual,101,golf,150000,8,petrol,volkswagen,no
private,offer,1500,test,station wagon,2002,manual,116,focus,150000,6,petrol,ford,yes
private,offer,15500,control,limousine,2010,manual,211,golf,80000,4,petrol,volkswagen,no
private,offer,14950,control,coupe,2007,manual,200,tt,150000,5,petrol,audi,no
private,offer,12900,control,cabrio,1995,automatic,136,e_klasse,150000,2,petrol,mercedes_benz,no
private,offer,1100,control,limousine,2002,automatic,136,3er,150000,4,diesel,bmw,yes
private,offer,600,control,small car,1998,automatic,66,megane,150000,3,lpg,renault,no
private,offer,8000,test,limousine,2005,manual,163,3er,150000,5,diesel,bmw,no
private,offer,1950,control,small car,2004,manual,64,ibiza,150000,11,diesel,seat,no
private,offer,7700,test,station wagon,2006,manual,105,a3,150000,11,diesel,audi,no
private,offer,4499,control,limousine,2003,manual,125,golf,150000,10,diesel,volkswagen,no
private,offer,1999,test,limousine,2018,manual,109,corsa,150000,7,petrol,opel,no
private,offer,2900,control,limousine,2000,manual,116,golf,150000,9,diesel,volkswagen,no
private,offer,650,test,limousine,2017,manual,75,80,150000,2,petrol,audi,yes
private,offer,3000,test,station wagon,2003,automatic,125,astra,150000,11,lpg,opel,no
private,offer,6999,test,limousine,2007,manual,105,a3,125000,6,diesel,audi,no
private,offer,2900,control,small car,2007,manual,64,polo,125000,2,petrol,volkswagen,no
private,offer,420,test,limousine,1997,manual,60,golf,125000,4,petrol,volkswagen,no
private,offer,5500,test,cabrio,2004,manual,75,beetle,100000,4,petrol,volkswagen,no
private,offer,600,test,limousine,1995,manual,90,golf,150000,12,diesel,volkswagen,no
private,offer,4900,control,bus,1995,manual,77,transporter,150000,11,diesel,volkswagen,no
private,offer,4900,control,limousine,2005,manual,163,a4,150000,3,diesel,audi,no
private,offer,1490,control,small car,2000,manual,76,others,125000,8,petrol,suzuki,no
private,offer,1300,control,small car,2000,automatic,40,fortwo,150000,4,diesel,smart,no
private,offer,4150,control,suv,2009,manual,82,niva,60000,2,petrol,lada,no
private,offer,1500,control,station wagon,1998,automatic,150,a6,150000,12,diesel,audi,no
private,offer,1900,test,bus,2001,automatic,116,golf,150000,12,diesel,volkswagen,no
private,offer,3500,test,limousine,2006,manual,105,astra,150000,5,petrol,opel,no
private,offer,999,control,small car,2001,manual,60,2_reihe,150000,9,petrol,peugeot,no
private,offer,14000,control,suv,2011,manual,150,rav,60000,4,diesel,toyota,no
private,offer,1900,test,small car,2003,manual,98,clio,125000,10,petrol,renault,no
private,offer,1200,control,limousine,2016,manual,115,golf,150000,1,petrol,volkswagen,no
private,offer,6490,control,station wagon,2002,manual,140,v70,150000,7,petrol,volvo,no
private,offer,2450,control,station wagon,2003,manual,204,3er,150000,3,diesel,bmw,yes
private,offer,6000,control,limousine,2005,automatic,224,phaeton,150000,2,diesel,volkswagen,no
private,offer,1990,control,station wagon,2003,manual,166,6_reihe,150000,3,petrol,mazda,no
private,offer,12950,control,limousine,2007,automatic,314,e_klasse,150000,2,diesel,mercedes_benz,yes
private,offer,27500,control,limousine,2012,automatic,209,golf,70000,5,petrol,sonstige_autos,no
private,offer,900,test,station wagon,2004,manual,101,focus,150000,3,petrol,ford,yes
private,offer,3900,control,cabrio,1971,manual,50,golf,50000,11,petrol,sonstige_autos,yes
private,offer,1795,test,station wagon,2002,manual,140,lybra,150000,10,diesel,lancia,no
private,offer,7999,control,small car,2012,manual,69,500,40000,7,petrol,fiat,no
private,offer,11600,test,coupe,2007,manual,200,tt,125000,1,petrol,audi,no
private,offer,3500,control,suv,2001,automatic,165,pajero,5000,12,diesel,mitsubishi,no
private,offer,800,test,limousine,2005,manual,82,a_klasse,150000,2,petrol,mercedes_benz,yes
private,offer,20400,test,cabrio,2008,manual,218,3er,80000,9,petrol,bmw,no
private,offer,9250,control,bus,2009,manual,109,caddy,100000,4,cng,volkswagen,no
private,offer,1399,test,limousine,2018,manual,54,corsa,100000,10,petrol,opel,no
private,offer,10450,control,limousine,2005,automatic,224,a6,150000,1,diesel,audi,no
private,offer,4300,control,station wagon,2003,manual,131,passat,150000,6,diesel,volkswagen,no
private,offer,1200,test,small car,2004,manual,50,fortwo,150000,1,petrol,smart,no
private,offer,1680,test,bus,2004,automatic,101,zafira,150000,9,diesel,opel,no
private,offer,3850,control,cabrio,2002,manual,110,mx_reihe,125000,8,petrol,mazda,no
private,offer,2300,test,station wagon,2004,automatic,100,golf,125000,12,petrol,volkswagen,no
private,offer,16500,test,suv,2008,automatic,218,grand,150000,8,diesel,jeep,no
private,offer,17450,test,limousine,2009,automatic,177,5er,150000,10,diesel,bmw,no
private,offer,10500,test,limousine,2005,automatic,231,5er,150000,11,diesel,bmw,no
private,offer,4900,control,coupe,2002,manual,163,clk,150000,12,petrol,mercedes_benz,no
private,offer,3000,control,limousine,2002,manual,101,a3,150000,12,diesel,audi,no
private,offer,1300,control,limousine,2000,manual,150,octavia,150000,12,petrol,skoda,no
private,offer,2888,control,small car,2003,manual,75,a2,150000,4,petrol,audi,no
private,offer,999,control,limousine,1999,manual,101,golf,150000,5,petrol,volkswagen,yes
private,offer,11500,test,small car,2011,manual,122,cooper,70000,10,petrol,mini,no
private,offer,18900,test,suv,2009,automatic,288,others,125000,1,petrol,toyota,no
private,offer,1499,test,limousine,1999,automatic,110,bora,150000,2,diesel,volkswagen,no
private,offer,5200,test,station wagon,2009,automatic,140,passat,150000,4,diesel,volkswagen,no
private,offer,650,control,small car,1995,manual,45,corsa,100000,11,petrol,opel,no
private,offer,2850,test,station wagon,1999,manual,110,a4,150000,10,diesel,audi,no
private,offer,3000,test,cabrio,2004,manual,163,a4,150000,10,diesel,audi,yes
private,offer,8700,test,small car,2011,automatic,99,jazz,30000,3,petrol,honda,no
private,offer,7500,control,limousine,2008,manual,102,golf,150000,6,petrol,volkswagen,no
private,offer,29850,test,coupe,2011,automatic,265,others,5000,3,diesel,mercedes_benz,no
private,offer,2600,control,limousine,2003,manual,75,golf,150000,5,petrol,renault,no
private,offer,3790,test,small car,2008,manual,61,fortwo,70000,4,petrol,smart,no
private,offer,6990,control,limousine,2010,manual,101,focus,70000,2,petrol,ford,no
private,offer,20900,test,limousine,2011,automatic,184,5er,150000,1,diesel,bmw,no
private,offer,23200,control,station wagon,2012,automatic,140,transporter,40000,11,diesel,volkswagen,no
private,offer,1250,control,small car,2004,manual,58,twingo,90000,10,petrol,renault,no
private,offer,180,control,small car,1995,manual,75,golf,150000,0,petrol,volkswagen,no
private,offer,8500,control,limousine,2003,manual,224,leon,150000,7,petrol,seat,no
private,offer,2800,control,limousine,2001,manual,131,a3,150000,4,diesel,audi,no
private,offer,899,control,small car,2000,manual,75,agila,150000,12,petrol,opel,no
private,offer,2500,control,limousine,2016,manual,75,golf,150000,3,petrol,volkswagen,no
private,offer,20000,test,limousine,2014,manual,150,leon,10000,12,diesel,seat,no
private,offer,1100,test,others,1996,manual,54,golf,150000,2,petrol,nissan,no
private,offer,3000,control,station wagon,2005,manual,109,3_reihe,150000,6,petrol,peugeot,no
private,offer,9990,test,coupe,2004,automatic,231,c_klasse,150000,5,diesel,mercedes_benz,no
private,offer,5500,test,coupe,2005,manual,241,others,150000,3,petrol,alfa_romeo,no
private,offer,1600,control,limousine,2017,manual,101,golf,150000,3,petrol,volkswagen,no
private,offer,6390,control,small car,2008,manual,125,corsa,125000,3,diesel,opel,no
private,offer,399,test,small car,2001,manual,68,justy,150000,7,petrol,subaru,no
private,offer,700,test,cabrio,1996,manual,116,golf,150000,7,petrol,volkswagen,no
private,offer,899,test,station wagon,2001,manual,116,v40,150000,6,diesel,volvo,no
private,offer,21950,test,suv,2011,automatic,245,touareg,150000,10,diesel,volkswagen,no
private,offer,400,test,limousine,1997,manual,101,vectra,150000,9,petrol,opel,no
private,offer,1100,test,small car,1999,manual,75,golf,150000,5,petrol,volkswagen,no
private,offer,2000,test,station wagon,2003,manual,145,mondeo,150000,3,petrol,ford,no
private,offer,1350,test,limousine,2000,automatic,150,a6,150000,10,petrol,audi,no
private,offer,6290,test,small car,2014,manual,105,ibiza,5000,2,petrol,seat,yes
private,offer,900,control,small car,2002,manual,60,punto,150000,10,petrol,fiat,yes
private,offer,3050,control,small car,2003,manual,75,clio,90000,6,petrol,renault,no
private,offer,500,test,small car,1998,manual,60,ka,125000,9,petrol,ford,no
private,offer,8500,test,cabrio,1996,manual,193,3er,150000,4,petrol,bmw,no
private,offer,1490,control,station wagon,2004,manual,80,astra,150000,6,diesel,opel,no
private,offer,6900,test,bus,2009,manual,125,altea,125000,12,petrol,seat,no
private,offer,5500,test,suv,2005,automatic,218,x_reihe,150000,1,diesel,bmw,no
private,offer,7150,test,bus,2008,manual,136,others,150000,6,diesel,volkswagen,no
private,offer,899,test,limousine,1994,manual,75,golf,150000,3,petrol,volkswagen,no
private,offer,250,test,limousine,1998,manual,115,mondeo,150000,3,petrol,ford,no
private,offer,4999,test,limousine,2009,manual,65,punto,20000,3,petrol,fiat,no
private,offer,6900,control,suv,2006,automatic,150,santa,150000,7,diesel,hyundai,no
private,offer,2150,test,limousine,2001,manual,107,others,150000,5,petrol,hyundai,no
private,offer,799,control,coupe,1999,manual,105,3er,150000,2,petrol,bmw,no
private,offer,4199,test,limousine,2000,automatic,143,e_klasse,150000,8,diesel,mercedes_benz,yes
private,offer,1100,test,limousine,1998,manual,75,golf,150000,4,petrol,volkswagen,no
private,offer,9500,test,bus,2000,manual,102,transporter,150000,6,diesel,volkswagen,no
private,offer,3500,test,station wagon,2003,automatic,163,5er,150000,8,diesel,bmw,no
private,offer,4900,control,station wagon,2004,automatic,150,e_klasse,150000,5,diesel,mercedes_benz,no
private,offer,2950,test,small car,2005,automatic,61,fortwo,80000,3,petrol,smart,no
private,offer,1750,test,coupe,1999,manual,115,beetle,150000,4,petrol,volkswagen,no
private,offer,5200,control,bus,2004,manual,109,vito,150000,4,diesel,mercedes_benz,no
private,offer,8800,control,station wagon,2008,automatic,197,5er,150000,2,diesel,bmw,yes
private,offer,950,test,small car,2003,manual,60,1_reihe,150000,10,petrol,peugeot,no
private,offer,12500,control,cabrio,2008,manual,160,mx_reihe,70000,5,petrol,mazda,no
private,offer,350,test,small car,1998,manual,45,arosa,150000,2,petrol,seat,no
private,offer,1900,control,station wagon,2002,manual,170,5er,150000,1,petrol,bmw,no
private,offer,1900,test,bus,1999,manual,88,transporter,150000,9,diesel,volkswagen,no
private,offer,3100,test,limousine,2002,automatic,193,superb,150000,3,petrol,skoda,no
private,offer,16800,test,coupe,2008,automatic,190,a5,125000,4,diesel,audi,no
private,offer,2300,test,station wagon,2005,manual,109,berlingo,150000,7,petrol,citroen,no
private,offer,10490,control,limousine,2008,automatic,143,1er,80000,12,petrol,bmw,no
private,offer,750,control,small car,1999,manual,65,corsa,150000,5,petrol,opel,no
private,offer,700,test,limousine,2016,manual,86,twingo,150000,0,petrol,renault,no
private,offer,4000,test,limousine,2006,manual,140,a3,150000,6,diesel,audi,no
private,offer,600,test,small car,1996,manual,45,polo,150000,11,petrol,volkswagen,no
private,offer,1850,test,limousine,2001,manual,75,golf,150000,2,petrol,volkswagen,no
private,offer,5000,test,small car,2008,manual,86,ibiza,150000,9,petrol,seat,no
private,offer,14900,control,station wagon,2009,manual,170,passat,100000,5,petrol,volkswagen,no
private,offer,2240,control,cabrio,1998,manual,101,golf,150000,4,petrol,volkswagen,no
private,offer,1550,test,coupe,1999,manual,136,clk,150000,11,petrol,mercedes_benz,no
private,offer,200,control,limousine,2016,manual,55,corsa,150000,0,petrol,opel,no
private,offer,499,control,limousine,2016,manual,60,corsa,150000,0,petrol,opel,no
private,offer,800,test,bus,2003,manual,69,others,150000,3,diesel,fiat,no
private,offer,1100,control,small car,1999,manual,60,twingo,150000,0,petrol,renault,no
private,offer,5400,test,station wagon,2010,manual,109,focus,150000,7,diesel,ford,no
private,offer,1000,control,station wagon,1999,manual,90,6_reihe,150000,3,petrol,mazda,no
private,offer,1500,control,small car,2003,manual,103,others,125000,7,petrol,rover,no
private,offer,2990,test,suv,1997,manual,109,others,150000,9,diesel,opel,no
private,offer,6300,control,station wagon,2007,manual,170,octavia,150000,5,diesel,skoda,no
private,offer,3400,test,limousine,2004,manual,110,civic,150000,6,petrol,honda,no
private,offer,3900,control,small car,2007,manual,80,corsa,150000,1,petrol,opel,no
private,offer,5500,test,bus,2005,manual,150,zafira,150000,10,diesel,opel,no
private,offer,7500,control,bus,2003,automatic,102,transporter,150000,3,diesel,volkswagen,no
private,offer,4150,test,limousine,2003,automatic,155,accord,150000,11,petrol,honda,no
private,offer,1250,test,coupe,1994,manual,75,3er,125000,4,petrol,bmw,no
private,offer,1250,control,limousine,2016,manual,75,colt,150000,0,petrol,mitsubishi,no
private,offer,5500,test,limousine,2003,manual,150,3er,150000,8,diesel,bmw,no
private,offer,19590,test,suv,2012,automatic,163,kuga,50000,3,diesel,ford,no
private,offer,1600,test,small car,2000,manual,60,polo,150000,5,petrol,volkswagen,no
private,offer,4500,control,cabrio,1999,manual,136,slk,150000,11,petrol,mercedes_benz,no
private,offer,1690,test,limousine,1998,manual,211,vectra,150000,12,petrol,opel,no
private,offer,7299,control,station wagon,2005,manual,163,a4,150000,5,petrol,audi,no
private,offer,4950,control,small car,2008,manual,60,corsa,100000,3,petrol,opel,no
private,offer,150,control,small car,1995,manual,54,clio,60000,6,petrol,renault,yes
private,offer,11490,control,limousine,2009,automatic,143,1er,50000,3,petrol,bmw,no
private,offer,1900,control,coupe,1993,manual,116,calibra,150000,0,petrol,opel,no
private,offer,40500,control,bus,2014,automatic,163,v_klasse,20000,10,diesel,mercedes_benz,no
private,offer,18500,test,cabrio,2014,manual,126,mx_reihe,5000,5,petrol,mazda,no
private,offer,2000,control,limousine,1991,manual,75,others,150000,5,diesel,mercedes_benz,no
private,offer,800,control,limousine,2017,manual,90,others,125000,0,petrol,mazda,no
private,offer,3500,test,limousine,1978,automatic,160,golf,80000,9,lpg,sonstige_autos,no
private,offer,27000,control,station wagon,2013,automatic,184,e_klasse,60000,5,petrol,mercedes_benz,no
private,offer,3450,control,small car,2006,manual,69,fiesta,150000,11,petrol,ford,no
private,offer,20000,test,coupe,2008,automatic,299,passat,60000,12,petrol,volkswagen,no
private,offer,1650,test,limousine,1998,manual,136,e_klasse,150000,7,petrol,mercedes_benz,no
private,offer,4500,test,cabrio,1989,manual,202,mustang,150000,7,petrol,ford,no
private,offer,4700,test,station wagon,2001,automatic,299,a6,150000,3,petrol,audi,no
private,offer,350,test,small car,2000,manual,60,golf,150000,1,petrol,ford,yes
private,offer,6990,test,bus,2004,manual,131,sharan,150000,4,diesel,volkswagen,no
private,offer,6980,test,limousine,2007,manual,102,golf,125000,7,petrol,volkswagen,no
private,offer,8750,control,station wagon,2007,automatic,185,v70,150000,9,diesel,volvo,no
private,offer,8900,test,station wagon,2005,automatic,163,e_klasse,150000,5,petrol,mercedes_benz,no
private,offer,1100,control,small car,1999,manual,58,clio,125000,0,petrol,renault,no
private,offer,5950,test,limousine,2016,manual,150,zafira,150000,7,petrol,opel,no
private,offer,650,test,limousine,1998,manual,88,3_reihe,150000,0,petrol,peugeot,no
private,offer,3390,test,station wagon,2006,manual,140,passat,150000,1,diesel,volkswagen,no
private,offer,7500,control,bus,2008,manual,150,zafira,150000,8,diesel,opel,no
private,offer,7300,test,cabrio,2002,automatic,170,3er,150000,5,petrol,bmw,no
private,offer,2050,test,small car,2002,manual,61,fortwo,150000,1,petrol,smart,no
private,offer,600,control,small car,1996,manual,75,golf,150000,1,petrol,volkswagen,no
private,offer,350,test,limousine,2000,manual,55,punto,150000,4,petrol,fiat,no
private,offer,999,test,limousine,1999,manual,90,a_klasse,150000,11,diesel,mercedes_benz,yes
private,offer,900,test,limousine,1999,manual,101,astra,150000,4,petrol,opel,yes
private,offer,299,test,small car,1998,manual,72,fiesta,125000,10,petrol,ford,no
private,offer,6500,control,bus,2012,manual,90,others,125000,4,diesel,skoda,no
private,offer,2299,control,limousine,1999,manual,75,golf,150000,5,petrol,volkswagen,no
private,offer,1100,test,small car,1999,automatic,105,golf,150000,0,petrol,bmw,no
private,offer,2200,control,bus,1987,manual,70,transporter,150000,0,diesel,volkswagen,no
private,offer,6730,control,bus,2008,manual,175,galaxy,150000,9,diesel,ford,no
private,offer,2200,test,limousine,2002,manual,110,golf,150000,7,petrol,volkswagen,yes
private,offer,4800,test,limousine,2010,manual,87,sandero,90000,4,petrol,dacia,no
private,offer,6650,control,limousine,2003,automatic,224,e_klasse,150000,7,petrol,mercedes_benz,no
private,offer,2699,control,limousine,2004,manual,136,3_reihe,150000,7,petrol,peugeot,no
private,offer,8750,test,others,2012,manual,101,doblo,80000,9,diesel,fiat,no
private,offer,7800,test,station wagon,2005,automatic,163,a4,125000,10,diesel,audi,yes
private,offer,2000,test,small car,2004,manual,72,kalos,90000,9,petrol,daewoo,no
private,offer,17498,test,coupe,1965,automatic,175,mustang,100000,6,petrol,ford,no
private,offer,3500,control,limousine,1988,automatic,118,others,80000,6,petrol,mercedes_benz,no
private,offer,5900,control,bus,2007,manual,102,touran,150000,2,petrol,volkswagen,yes
private,offer,3990,control,bus,1989,manual,69,transporter,150000,3,diesel,volkswagen,no
private,offer,15500,test,others,2011,manual,143,1er,40000,5,diesel,bmw,no
private,offer,19900,test,limousine,2014,manual,120,insignia,30000,8,diesel,opel,no
private,offer,8200,control,small car,2012,manual,60,up,40000,5,petrol,volkswagen,no
private,offer,2500,test,station wagon,2003,manual,131,passat,150000,7,petrol,volkswagen,no
private,offer,3600,control,limousine,2004,manual,125,astra,150000,12,petrol,opel,no
private,offer,28450,control,limousine,2012,automatic,245,a6,150000,2,diesel,audi,no
private,offer,5999,control,limousine,2006,manual,102,golf,125000,9,petrol,volkswagen,no
private,offer,42900,control,cabrio,2013,automatic,333,others,60000,1,petrol,audi,no
private,offer,27500,control,cabrio,1997,automatic,150,e_klasse,125000,5,petrol,mercedes_benz,no
private,offer,1299,test,small car,2005,manual,41,fortwo,150000,10,diesel,smart,no
private,offer,5499,test,limousine,2006,automatic,95,a_klasse,90000,11,petrol,mercedes_benz,no
private,offer,6000,test,station wagon,2004,manual,143,c_klasse,150000,6,petrol,mercedes_benz,no
private,offer,3299,test,station wagon,2002,automatic,150,omega,150000,7,diesel,opel,no
private,offer,7000,test,station wagon,2008,automatic,197,5er,150000,8,diesel,bmw,yes
private,offer,100,test,small car,1993,manual,55,ibiza,150000,0,petrol,seat,no
private,offer,5999,control,suv,2005,manual,141,tucson,125000,4,petrol,hyundai,no
private,offer,2200,test,bus,2001,manual,145,galaxy,150000,8,petrol,ford,no
private,offer,8370,test,limousine,2017,automatic,192,3er,150000,6,petrol,bmw,no
private,offer,300,control,small car,1995,manual,45,polo,150000,8,petrol,volkswagen,no
private,offer,1650,control,limousine,1999,manual,128,rav,150000,1,petrol,toyota,no
private,offer,22000,control,limousine,2009,automatic,235,s_klasse,150000,8,diesel,mercedes_benz,no
private,offer,999,control,small car,2003,manual,60,ka,125000,8,petrol,ford,yes
private,offer,950,test,limousine,2016,manual,66,others,150000,2,petrol,mazda,no
private,offer,8600,control,limousine,2004,automatic,177,5er,150000,8,diesel,bmw,no
private,offer,2400,test,bus,1987,manual,60,transporter,150000,0,diesel,volkswagen,no
private,offer,1999,test,bus,2006,manual,136,espace,150000,3,petrol,renault,no
private,offer,2000,test,station wagon,1995,manual,150,5er,150000,0,petrol,bmw,no
private,offer,1700,test,small car,2001,manual,61,fortwo,150000,12,petrol,smart,yes
private,offer,2500,control,suv,2004,manual,125,santa,150000,1,diesel,hyundai,yes
private,offer,5700,test,coupe,2005,manual,125,astra,80000,8,petrol,opel,no
private,offer,1100,test,station wagon,1998,manual,145,galaxy,150000,12,petrol,ford,no
private,offer,11800,test,limousine,2006,manual,200,golf,70000,1,petrol,volkswagen,no
private,offer,47800,control,station wagon,2013,automatic,313,others,70000,5,diesel,audi,no
private,offer,1750,test,bus,1999,manual,79,others,150000,5,petrol,suzuki,no
private,offer,1600,test,small car,1995,manual,88,punto,150000,11,petrol,fiat,no
private,offer,10000,control,small car,2011,manual,86,golf,60000,0,petrol,volkswagen,no
private,offer,750,control,small car,1998,manual,50,arosa,150000,6,petrol,seat,no
private,offer,1490,test,cabrio,2002,manual,109,2_reihe,150000,3,petrol,peugeot,no
private,offer,1000,control,limousine,2016,manual,60,polo,150000,12,petrol,volkswagen,no
private,offer,1500,test,small car,2002,manual,60,2_reihe,80000,2,petrol,peugeot,no
private,offer,700,control,small car,1998,manual,60,ka,125000,7,petrol,ford,no
private,offer,6500,control,limousine,2008,manual,126,auris,125000,12,diesel,toyota,no
private,offer,650,test,bus,2002,manual,65,doblo,150000,5,petrol,fiat,yes
private,offer,4200,test,bus,2007,automatic,136,c4,150000,2,diesel,citroen,no
private,offer,3000,test,small car,2005,manual,68,aygo,100000,12,petrol,toyota,no
private,offer,1150,test,small car,1999,manual,50,lupo,150000,3,petrol,volkswagen,no
private,offer,2200,control,small car,2006,manual,54,fox,70000,5,petrol,volkswagen,no
private,offer,1300,test,small car,2001,manual,95,a_klasse,150000,10,diesel,mercedes_benz,no
private,offer,900,test,limousine,2018,manual,75,astra,150000,3,petrol,opel,no
private,offer,6900,control,limousine,2008,manual,80,golf,100000,4,petrol,volkswagen,no
private,offer,16999,test,cabrio,2012,manual,105,golf,70000,2,diesel,volkswagen,no
private,offer,15490,test,limousine,2012,manual,179,astra,50000,4,petrol,opel,no
private,offer,2999,control,station wagon,2005,manual,150,3er,150000,2,diesel,bmw,no
private,offer,200,control,coupe,1994,manual,105,3er,150000,0,petrol,bmw,yes
private,offer,16499,test,suv,1987,automatic,165,others,125000,8,petrol,chevrolet,no
private,offer,15000,control,limousine,2008,automatic,232,a8,150000,1,diesel,audi,no
private,offer,13490,control,limousine,2017,automatic,233,golf,150000,9,petrol,audi,no
private,offer,1200,control,limousine,2018,manual,90,corsa,150000,2,petrol,opel,no
private,offer,5100,test,bus,2008,manual,103,scenic,150000,1,diesel,renault,no
private,offer,999,control,small car,1996,automatic,101,3_reihe,90000,6,petrol,peugeot,no
private,offer,11899,control,station wagon,2009,manual,160,insignia,100000,10,diesel,opel,no
private,offer,4900,test,station wagon,2006,manual,116,c_max,125000,2,diesel,ford,no
private,offer,450,control,small car,1996,manual,45,corsa,150000,7,petrol,opel,no
private,offer,2400,test,bus,2003,manual,85,yaris,150000,3,petrol,toyota,no
private,offer,1190,control,station wagon,2002,manual,75,focus,150000,5,petrol,ford,no
