seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
private,offer,800,control,small car,manual,60,polo,150000,petrol,volkswagen,no,23.67
private,offer,850,control,small car,manual,50,arosa,150000,petrol,seat,yes,16.83
private,offer,16000,control,cabrio,automatic,231,clk,150000,petrol,mercedes_benz,no,10.5
private,offer,2000,control,station wagon,automatic,125,passat,150000,petrol,volkswagen,no,20.17
private,offer,350,control,small car,manual,75,others,125000,petrol,citroen,no,17.17
private,offer,1900,control,station wagon,manual,150,80,150000,petrol,audi,yes,24.33
private,offer,2500,test,small car,manual,60,modus,125000,petrol,renault,no,12.0
private,offer,11450,test,limousine,manual,101,i_reihe,10000,petrol,hyundai,no,3.83
private,offer,1000,test,small car,manual,60,fiesta,150000,petrol,ford,no,18.17
private,offer,6990,control,coupe,automatic,204,others,150000,petrol,mercedes_benz,no,36.0
private,offer,4699,test,station wagon,automatic,163,a4,150000,diesel,audi,no,16.17
private,offer,3899,test,others,manual,84,kangoo,150000,diesel,renault,no,12.17
private,offer,1100,test,limousine,manual,150,corsa,5000,petrol,opel,no,18.0
private,offer,500,test,small car,manual,60,polo,150000,petrol,volkswagen,no,19.58
private,offer,2780,test,bus,manual,115,touran,150000,petrol,volkswagen,no,15.0
private,offer,1595,control,station wagon,manual,116,golf,125000,petrol,ford,no,18.08
private,offer,23000,test,limousine,automatic,235,s_klasse,150000,diesel,mercedes_benz,no,8.25
private,offer,8750,control,small car,manual,95,fiesta,30000,diesel,ford,no,6.42
private,offer,749,test,small car,manual,54,twingo,150000,petrol,renault,no,23.92
private,offer,1099,control,limousine,manual,116,golf,150000,petrol,volkswagen,no,24.58
private,offer,4000,test,suv,manual,140,sorento,150000,diesel,kia,no,12.5
private,offer,4499,control,small car,manual,75,clio,60000,petrol,renault,no,9.83
private,offer,23500,control,limousine,manual,136,1er,20000,petrol,bmw,no,4.83
private,offer,42500,control,cabrio,automatic,355,911,125000,petrol,porsche,no,13.58
private,offer,1150,control,bus,manual,72,others,150000,petrol,mazda,no,18.17
private,offer,1800,control,station wagon,manual,116,80,150000,petrol,audi,no,25.67
private,offer,6300,control,station wagon,manual,140,passat,150000,diesel,volkswagen,no,10.33
private,offer,12300,test,limousine,manual,122,golf,70000,petrol,volkswagen,no,8.58
private,offer,2250,control,limousine,manual,75,astra,150000,diesel,opel,no,19.0
private,offer,2999,test,limousine,manual,105,3er,150000,petrol,bmw,no,19.42
private,offer,5500,control,limousine,automatic,193,5er,150000,petrol,bmw,no,19.42
private,offer,999,test,coupe,manual,213,others,150000,petrol,mitsubishi,no,15.92
private,offer,1800,control,station wagon,manual,116,mondeo,150000,diesel,ford,no,16.17
private,offer,4400,test,limousine,manual,80,golf,125000,petrol,volkswagen,no,12.5
private,offer,21995,control,bus,manual,136,vito,100000,diesel,mercedes_benz,no,6.42
private,offer,2222,test,station wagon,manual,75,logan,125000,petrol,dacia,no,11.67
private,offer,1500,control,small car,manual,60,golf,150000,petrol,lancia,no,17.0
private,offer,1800,test,small car,manual,96,a_klasse,150000,petrol,mercedes_benz,no,17.08
private,offer,3500,control,station wagon,manual,136,focus,150000,diesel,ford,no,11.42
private,offer,3300,control,suv,manual,173,grand,150000,petrol,suzuki,no,16.25
private,offer,550,test,limousine,manual,54,golf,150000,petrol,volkswagen,no,2.0
private,offer,1599,control,limousine,manual,103,golf,150000,petrol,audi,yes,2.67
private,offer,4999,test,small car,manual,92,swift,50000,petrol,suzuki,no,9.42
private,offer,10499,test,cabrio,manual,126,mx_reihe,30000,petrol,mazda,no,12.5
private,offer,6550,control,limousine,manual,95,one,90000,petrol,mini,no,12.0
private,offer,390,control,coupe,manual,90,megane,150000,petrol,renault,no,21.92
private,offer,4300,control,small car,manual,75,clio,20000,petrol,renault,no,12.42
private,offer,2950,test,bus,manual,101,others,150000,diesel,citroen,no,10.75
private,offer,9500,control,coupe,manual,179,tt,150000,petrol,audi,no,12.42
private,offer,3650,test,small car,manual,69,others,125000,petrol,toyota,no,9.33
private,offer,200,control,small car,manual,45,golf,150000,petrol,volkswagen,no,23.75
private,offer,1800,control,cabrio,automatic,54,fortwo,150000,petrol,smart,no,18.42
private,offer,25900,control,station wagon,automatic,184,5er,125000,diesel,bmw,no,6.67
private,offer,3750,test,limousine,manual,116,3er,150000,petrol,bmw,no,16.17
private,offer,5500,control,limousine,manual,118,others,150000,petrol,mercedes_benz,no,30.92
private,offer,5499,control,limousine,manual,105,golf,150000,diesel,volkswagen,no,12.5
private,offer,5990,test,small car,automatic,71,fortwo,20000,petrol,smart,no,6.92
private,offer,2790,control,bus,manual,143,voyager,150000,diesel,chrysler,no,15.58
private,offer,1699,test,limousine,manual,120,laguna,150000,diesel,renault,no,17.0
private,offer,1099,test,cabrio,manual,105,escort,150000,petrol,ford,no,23.08
private,offer,13300,control,cabrio,manual,122,eos,70000,petrol,volkswagen,no,8.42
private,offer,1250,control,limousine,manual,75,golf,150000,petrol,volkswagen,no,20.25
private,offer,2600,control,limousine,manual,170,3er,150000,petrol,bmw,no,16.33
private,offer,550,control,small car,manual,75,clio,150000,petrol,renault,no,17.25
private,offer,32500,control,suv,automatic,245,q5,80000,diesel,audi,no,6.75
private,offer,9699,test,station wagon,manual,102,octavia,70000,petrol,skoda,no,7.92
private,offer,500,test,station wagon,manual,116,focus,150000,diesel,ford,yes,14.08
private,offer,600,test,small car,manual,55,polo,150000,petrol,volkswagen,no,24.17
private,offer,1700,test,suv,manual,118,sportage,125000,petrol,kia,no,16.5
private,offer,1350,control,small car,manual,60,corsa,100000,petrol,opel,no,22.5
private,offer,400,control,limousine,manual,90,jetta,150000,petrol,volkswagen,yes,23.0
private,offer,1200,control,small car,automatic,61,fortwo,125000,petrol,smart,yes,13.83
private,offer,6400,test,station wagon,automatic,170,passat,150000,diesel,volkswagen,no,12.75
private,offer,2600,test,station wagon,manual,184,3er,150000,diesel,bmw,no,19.0
private,offer,6900,control,bus,manual,109,b_klasse,100000,diesel,mercedes_benz,no,11.92
private,offer,3500,test,limousine,manual,118,3er,5000,petrol,bmw,no,18.17
private,offer,4700,test,limousine,manual,116,c_klasse,150000,diesel,mercedes_benz,no,16.58
private,offer,2399,control,limousine,automatic,45,fortwo,100000,petrol,smart,no,1.0
private,offer,4999,control,bus,manual,105,touran,150000,diesel,volkswagen,no,12.5
private,offer,11900,test,station wagon,automatic,231,others,150000,lpg,mercedes_benz,no,12.0
private,offer,2450,test,limousine,manual,105,3er,150000,petrol,bmw,no,19.75
private,offer,1999,control,coupe,manual,191,clk,150000,petrol,mercedes_benz,no,17.33
private,offer,2500,test,limousine,automatic,136,others,150000,petrol,suzuki,no,1.83
private,offer,37500,test,bus,automatic,179,others,80000,diesel,volkswagen,no,7.08
private,offer,4100,test,small car,manual,131,polo,150000,diesel,volkswagen,no,12.75
private,offer,7490,control,station wagon,manual,38,others,90000,petrol,renault,no,35.0
private,offer,1800,control,station wagon,manual,131,mondeo,150000,diesel,ford,no,15.5
private,offer,6800,control,station wagon,automatic,197,5er,150000,diesel,bmw,no,11.75
private,offer,1333,control,station wagon,manual,101,focus,150000,petrol,ford,no,18.25
private,offer,750,test,station wagon,manual,150,a6,150000,petrol,audi,no,23.5
private,offer,1800,control,coupe,manual,150,3er,150000,petrol,bmw,no,24.83
private,offer,1850,test,small car,manual,64,polo,150000,diesel,volkswagen,no,18.75
private,offer,1400,control,station wagon,manual,140,primera,150000,petrol,nissan,no,18.42
private,offer,27499,test,limousine,automatic,184,3er,30000,petrol,bmw,no,4.5
private,offer,15500,control,limousine,manual,105,a3,60000,diesel,audi,no,6.92
private,offer,4100,test,limousine,manual,150,a4,150000,petrol,audi,yes,17.0
private,offer,1600,test,station wagon,manual,136,astra,150000,petrol,opel,no,19.25
private,offer,3500,control,small car,manual,68,c1,125000,petrol,citroen,no,10.42
private,offer,2249,test,small car,manual,58,clio,100000,petrol,renault,no,15.75
private,offer,7900,test,limousine,automatic,122,golf,125000,petrol,volkswagen,no,1.83
private,offer,12999,test,limousine,manual,105,golf,60000,diesel,volkswagen,no,9.0
private,offer,2290,test,limousine,manual,84,astra,150000,petrol,opel,no,15.08
private,offer,200,test,small car,manual,58,ka,150000,petrol,ford,yes,22.0
private,offer,10499,control,coupe,manual,122,scirocco,70000,petrol,volkswagen,no,8.08
private,offer,1500,control,limousine,manual,116,3er,150000,petrol,bmw,no,20.0
private,offer,14950,test,limousine,automatic,292,others,100000,petrol,mercedes_benz,no,11.67
private,offer,3750,control,cabrio,manual,110,mx_reihe,150000,petrol,mazda,no,19.08
private,offer,13600,test,suv,automatic,218,x_reihe,150000,diesel,bmw,no,13.92
private,offer,1250,control,bus,manual,60,others,150000,petrol,peugeot,no,19.83
private,offer,2590,test,limousine,manual,75,golf,90000,petrol,volkswagen,no,18.25
private,offer,3900,control,small car,manual,88,clio,100000,petrol,renault,no,12.33
private,offer,4499,test,station wagon,manual,105,octavia,150000,diesel,skoda,no,14.0
private,offer,4490,test,limousine,manual,82,a_klasse,150000,diesel,mercedes_benz,no,12.75
private,offer,11950,control,limousine,automatic,224,phaeton,150000,diesel,volkswagen,no,13.25
private,offer,2800,control,limousine,manual,118,3er,150000,petrol,bmw,no,18.17
private,offer,6499,control,coupe,automatic,192,3er,150000,petrol,bmw,no,17.5
private,offer,3950,test,limousine,automatic,105,golf,150000,diesel,volkswagen,no,14.92
private,offer,2300,test,station wagon,automatic,116,c_klasse,150000,diesel,mercedes_benz,yes,17.5
private,offer,7999,test,limousine,manual,116,1er,125000,petrol,bmw,no,13.25
private,offer,3000,test,limousine,manual,143,3er,150000,petrol,bmw,no,15.25
private,offer,5200,test,limousine,manual,90,golf,150000,diesel,volkswagen,no,12.42
private,offer,4800,test,coupe,manual,143,others,70000,petrol,hyundai,no,13.58
private,offer,3450,test,limousine,manual,101,golf,150000,diesel,opel,no,1.0
private,offer,13990,control,limousine,automatic,207,s_type,125000,diesel,jaguar,no,11.58
private,offer,4999,control,station wagon,manual,184,3er,150000,diesel,bmw,no,18.75
private,offer,7599,control,small car,manual,95,aveo,70000,diesel,chevrolet,no,8.0
private,offer,700,control,bus,manual,113,others,150000,diesel,renault,no,18.08
private,offer,28800,control,bus,automatic,174,transporter,150000,diesel,volkswagen,no,12.33
private,offer,2500,test,cabrio,manual,192,slk,150000,petrol,mercedes_benz,no,25.92
private,offer,5500,control,bus,manual,131,sharan,150000,petrol,volkswagen,no,16.5
private,offer,15300,control,coupe,manual,190,others,150000,petrol,porsche,no,30.42
private,offer,9200,test,cabrio,manual,192,z_reihe,150000,petrol,bmw,no,20.25
private,offer,7800,test,limousine,automatic,218,5er,150000,petrol,bmw,no,13.17
private,offer,4700,test,cabrio,automatic,136,slk,150000,petrol,mercedes_benz,no,20.0
private,offer,2999,test,bus,manual,136,touran,150000,diesel,volkswagen,no,14.17
private,offer,12500,control,station wagon,automatic,232,a6,150000,diesel,audi,no,12.67
private,offer,3500,test,limousine,manual,115,sharan,150000,petrol,volkswagen,no,1.08
private,offer,1599,control,coupe,manual,163,clk,150000,petrol,mercedes_benz,no,17.08
private,offer,2600,test,cabrio,manual,109,2_reihe,150000,petrol,peugeot,no,15.58
private,offer,3800,test,limousine,manual,80,fusion,100000,petrol,ford,no,1.83
private,offer,2899,test,small car,automatic,65,yaris,150000,petrol,toyota,no,15.58
private,offer,5500,control,small car,manual,101,ibiza,150000,petrol,seat,no,15.25
private,offer,1200,control,cabrio,manual,75,golf,150000,petrol,volkswagen,yes,20.0
private,offer,4500,control,small car,manual,105,golf,50000,petrol,volkswagen,no,16.58
private,offer,7999,control,limousine,manual,265,impreza,125000,petrol,subaru,yes,13.5
private,offer,3200,test,limousine,manual,147,vectra,150000,petrol,opel,no,15.17
private,offer,15900,test,cabrio,manual,95,500,30000,diesel,fiat,no,4.75
private,offer,6900,control,limousine,automatic,224,s_klasse,125000,petrol,mercedes_benz,no,19.92
private,offer,4200,test,limousine,manual,101,focus,150000,petrol,ford,no,12.67
private,offer,13680,test,coupe,manual,122,1er,50000,petrol,bmw,no,6.67
private,offer,15999,control,cabrio,manual,126,mx_reihe,50000,petrol,mazda,no,7.0
private,offer,7000,control,station wagon,automatic,140,a3,150000,diesel,audi,no,13.42
private,offer,850,control,station wagon,manual,75,astra,150000,petrol,opel,no,17.25
private,offer,19199,control,cabrio,automatic,211,a5,125000,petrol,audi,no,9.83
private,offer,6550,test,station wagon,manual,140,a4,150000,diesel,audi,no,11.25
private,offer,5500,control,limousine,manual,211,vectra,150000,petrol,opel,no,15.08
private,offer,8400,test,station wagon,manual,120,3_reihe,60000,petrol,peugeot,no,6.33
private,offer,1350,control,small car,manual,75,almera,90000,petrol,nissan,no,21.0
private,offer,13500,test,small car,manual,184,cooper,50000,petrol,mini,no,8.75
private,offer,22000,control,limousine,automatic,272,7er,40000,petrol,bmw,no,16.92
private,offer,699,control,station wagon,manual,101,passat,150000,petrol,volkswagen,no,19.75
private,offer,23499,control,station wagon,automatic,140,passat,70000,diesel,volkswagen,no,5.08
private,offer,600,control,small car,manual,82,clio,150000,diesel,renault,no,15.08
private,offer,5500,test,limousine,manual,122,i_reihe,90000,diesel,hyundai,no,10.25
private,offer,10500,test,coupe,manual,170,3er,150000,petrol,bmw,no,10.42
private,offer,999,control,station wagon,manual,116,v40,150000,petrol,volvo,no,19.5
private,offer,4250,control,cabrio,manual,140,golf,30000,petrol,sonstige_autos,yes,34.0
private,offer,5000,test,suv,manual,80,golf,20000,petrol,sonstige_autos,no,54.0
private,offer,13000,control,station wagon,automatic,160,octavia,50000,petrol,skoda,no,9.17
private,offer,1350,test,bus,manual,110,sharan,150000,petrol,volkswagen,yes,21.17
private,offer,300,test,limousine,manual,45,golf,125000,petrol,opel,no,2.0
private,offer,1450,test,others,manual,101,astra,150000,petrol,opel,no,17.67
private,offer,1950,test,limousine,manual,120,laguna,150000,petrol,renault,no,14.33
private,offer,200,control,coupe,manual,75,polo,150000,petrol,volkswagen,no,28.42
private,offer,12999,test,small car,manual,122,a1,70000,petrol,audi,no,6.25
private,offer,3900,control,station wagon,manual,250,ptcruiser,150000,petrol,chrysler,no,14.0
private,offer,2350,test,small car,manual,95,lupo,150000,diesel,volkswagen,no,13.33
private,offer,1550,test,limousine,automatic,150,3er,150000,petrol,bmw,no,23.25
private,offer,300,control,small car,manual,60,fiesta,150000,petrol,ford,no,21.42
private,offer,15699,control,limousine,automatic,140,astra,40000,petrol,opel,no,6.92
private,offer,14900,control,suv,automatic,194,pajero,150000,diesel,mitsubishi,no,10.58
private,offer,1400,test,limousine,manual,116,golf,150000,petrol,volkswagen,no,24.0
private,offer,9499,test,limousine,manual,160,a3,70000,petrol,audi,no,11.58
private,offer,9950,control,cabrio,manual,116,cooper,60000,petrol,mini,no,13.17
private,offer,1000,test,small car,manual,75,clio,150000,petrol,renault,no,17.0
private,offer,5400,test,small car,automatic,45,fortwo,80000,diesel,smart,no,10.33
private,offer,7790,control,limousine,automatic,120,astra,50000,diesel,opel,no,9.25
private,offer,19990,control,suv,automatic,190,others,60000,diesel,nissan,no,8.67
private,offer,13950,control,limousine,automatic,136,c_klasse,150000,diesel,mercedes_benz,no,8.25
private,offer,8200,test,station wagon,automatic,163,3er,150000,diesel,bmw,no,12.58
private,offer,4000,test,limousine,manual,109,i_reihe,125000,petrol,hyundai,yes,8.17
private,offer,1400,test,small car,manual,75,clio,150000,petrol,renault,no,14.75
private,offer,300,control,small car,manual,55,others,150000,petrol,fiat,yes,21.58
private,offer,4980,test,cabrio,manual,150,megane,150000,diesel,renault,no,11.25
private,offer,1600,test,limousine,manual,125,a4,150000,petrol,audi,no,23.0
private,offer,8999,control,cabrio,manual,170,others,60000,petrol,audi,no,15.42
private,offer,6699,control,bus,manual,109,b_klasse,150000,diesel,mercedes_benz,no,12.25
private,offer,50000,test,coupe,manual,420,911,125000,petrol,porsche,no,17.08
private,offer,890,test,small car,manual,85,others,70000,petrol,chevrolet,yes,13.75
private,offer,3000,test,small car,manual,75,polo,150000,petrol,volkswagen,no,16.25
private,offer,2800,test,limousine,manual,136,a_klasse,150000,petrol,mercedes_benz,no,2.67
private,offer,850,test,station wagon,manual,101,vectra,150000,petrol,opel,no,21.92
private,offer,500,control,station wagon,manual,90,impreza,150000,petrol,subaru,no,21.25
private,offer,1899,control,station wagon,manual,97,corolla,150000,petrol,toyota,no,16.25
private,offer,250,control,limousine,automatic,150,galant,150000,petrol,mitsubishi,no,22.0
private,offer,3900,test,bus,manual,77,transporter,60000,diesel,volkswagen,no,24.5
private,offer,12680,test,station wagon,manual,147,avensis,90000,petrol,toyota,no,9.0
private,offer,4800,test,cabrio,automatic,163,clk,150000,petrol,mercedes_benz,no,17.17
private,offer,7840,test,cabrio,manual,224,tt,125000,petrol,audi,no,18.58
private,offer,6900,test,bus,manual,71,transporter,150000,petrol,volkswagen,no,44.58
private,offer,300,test,small car,manual,55,corsa,150000,petrol,opel,yes,20.58
private,offer,2500,control,station wagon,manual,75,fabia,150000,petrol,skoda,no,13.92
private,offer,1950,control,station wagon,manual,99,primera,125000,petrol,nissan,no,18.33
private,offer,600,test,station wagon,manual,102,c_klasse,150000,petrol,mercedes_benz,yes,20.25
private,offer,8000,control,limousine,manual,143,1er,125000,diesel,bmw,no,10.67
private,offer,3490,test,limousine,manual,88,clio,150000,petrol,renault,no,12.25
private,offer,9200,control,limousine,manual,300,leon,125000,petrol,seat,no,11.58
private,offer,2000,control,bus,manual,84,ducato,150000,petrol,fiat,no,28.83
private,offer,9300,control,limousine,manual,109,a_klasse,100000,diesel,mercedes_benz,no,7.92
private,offer,7500,control,suv,manual,110,others,150000,diesel,ford,no,14.5
private,offer,9500,test,coupe,manual,280,others,150000,petrol,nissan,no,15.0
private,offer,450,test,small car,manual,75,polo,150000,petrol,volkswagen,yes,24.42
private,offer,3699,test,limousine,manual,140,golf,150000,diesel,volkswagen,no,15.83
private,offer,22400,test,limousine,automatic,286,x_reihe,150000,diesel,bmw,no,9.08
private,offer,1350,test,small car,manual,60,ka,125000,petrol,ford,no,14.58
private,offer,1050,control,limousine,manual,130,mondeo,150000,petrol,ford,no,18.25
private,offer,2200,test,small car,manual,102,polo,150000,petrol,volkswagen,no,21.92
private,offer,12000,control,station wagon,automatic,179,a6,150000,diesel,audi,no,10.42
private,offer,2700,control,cabrio,manual,101,golf,125000,petrol,volkswagen,no,18.67
private,offer,23500,control,limousine,automatic,245,7er,150000,diesel,bmw,no,9.75
private,offer,900,test,small car,manual,90,golf,150000,petrol,volkswagen,no,28.92
private,offer,9990,test,small car,manual,75,polo,50000,diesel,volkswagen,no,5.83
private,offer,1990,test,station wagon,manual,90,passat,150000,diesel,volkswagen,no,20.75
private,offer,5000,control,bus,manual,128,others,100000,diesel,citroen,yes,12.08
private,offer,5200,test,bus,manual,94,zafira,150000,petrol,opel,no,11.0
private,offer,950,test,small car,manual,60,polo,150000,petrol,volkswagen,no,21.42
private,offer,1200,control,limousine,manual,102,3er,150000,petrol,bmw,no,21.25
private,offer,1999,control,limousine,manual,116,3er,150000,petrol,bmw,no,15.92
private,offer,1500,test,limousine,manual,90,golf,150000,diesel,volkswagen,no,20.83
private,offer,999,test,small car,manual,75,twingo,150000,petrol,renault,no,15.5
private,offer,700,control,limousine,manual,90,a3,150000,diesel,audi,yes,2.0
private,offer,2000,control,small car,manual,69,corsa,150000,diesel,opel,no,14.08
private,offer,1700,test,small car,manual,68,1_reihe,90000,petrol,peugeot,yes,12.0
private,offer,9500,control,cabrio,manual,192,z_reihe,125000,petrol,bmw,no,15.67
private,offer,6999,test,cabrio,automatic,192,3er,150000,petrol,bmw,no,21.58
private,offer,800,control,station wagon,manual,193,e_klasse,150000,petrol,mercedes_benz,no,24.25
private,offer,10999,control,bus,manual,136,transporter,150000,diesel,volkswagen,no,8.42
private,offer,15990,test,small car,manual,200,tt,80000,petrol,audi,no,11.5
private,offer,2500,test,small car,manual,60,punto,80000,petrol,fiat,no,12.92
private,offer,11900,control,bus,manual,105,touran,150000,diesel,volkswagen,no,7.83
private,offer,750,test,limousine,manual,136,vectra,150000,petrol,opel,no,18.0
private,offer,3700,test,station wagon,manual,80,fabia,125000,diesel,skoda,no,12.25
private,offer,6900,control,limousine,manual,140,civic,150000,diesel,honda,no,11.0
private,offer,1599,control,limousine,manual,150,5er,150000,petrol,bmw,no,20.33
private,offer,2900,control,small car,manual,69,fiesta,80000,petrol,ford,no,13.33
private,offer,2490,control,station wagon,manual,101,passat,150000,diesel,volkswagen,no,16.17
private,offer,14500,control,limousine,manual,174,900,150000,petrol,saab,no,35.08
private,offer,300,control,small car,manual,55,clio,90000,petrol,renault,no,26.25
private,offer,8950,test,bus,manual,102,transporter,150000,diesel,volkswagen,no,11.67
private,offer,750,control,limousine,manual,75,3_reihe,150000,petrol,mazda,no,20.75
private,offer,7499,control,cabrio,automatic,218,clk,150000,petrol,mercedes_benz,no,18.33
private,offer,600,test,small car,manual,60,corsa,150000,petrol,opel,no,22.08
private,offer,1750,control,limousine,manual,88,3_reihe,150000,petrol,mazda,no,17.58
private,offer,6900,control,limousine,automatic,163,a6,150000,diesel,audi,no,17.0
private,offer,4909,test,limousine,manual,140,golf,150000,diesel,volkswagen,no,15.0
private,offer,115900,control,coupe,automatic,489,golf,20000,petrol,sonstige_autos,no,10.42
private,offer,220,test,limousine,manual,90,others,150000,petrol,suzuki,yes,2.33
private,offer,4950,control,coupe,manual,170,3er,150000,petrol,bmw,no,19.75
private,offer,7950,test,limousine,manual,122,1er,80000,petrol,bmw,no,10.83
private,offer,5900,test,bus,manual,90,transit,70000,diesel,ford,no,8.17
private,offer,200,control,small car,manual,60,2_reihe,150000,petrol,peugeot,no,18.08
private,offer,5800,control,limousine,manual,126,c_klasse,150000,diesel,mercedes_benz,no,13.08
private,offer,999,control,small car,manual,60,2_reihe,150000,petrol,peugeot,no,19.08
private,offer,850,test,small car,manual,58,twingo,125000,petrol,renault,yes,19.33
private,offer,750,control,limousine,manual,90,carisma,150000,petrol,mitsubishi,yes,22.08
private,offer,400,control,cabrio,manual,109,megane,150000,petrol,renault,no,20.92
private,offer,300,test,small car,manual,60,corsa,5000,petrol,opel,no,24.67
private,offer,3500,test,coupe,manual,174,golf,60000,petrol,volkswagen,no,23.58
private,offer,5500,test,small car,manual,80,corsa,125000,petrol,opel,no,9.67
private,offer,9800,control,limousine,automatic,163,e_klasse,125000,petrol,mercedes_benz,no,14.0
private,offer,2999,test,suv,automatic,190,grand,150000,petrol,jeep,no,19.75
private,offer,3000,test,coupe,manual,277,astra,125000,petrol,opel,no,17.67
private,offer,2400,test,limousine,automatic,204,3er,150000,diesel,bmw,no,15.58
private,offer,3450,control,limousine,manual,110,corolla,150000,petrol,toyota,no,16.5
private,offer,1299,control,small car,manual,75,polo,150000,diesel,volkswagen,no,17.33
private,offer,2200,control,station wagon,manual,160,v40,150000,petrol,volvo,no,19.58
private,offer,4500,test,bus,manual,101,touran,150000,diesel,volkswagen,no,13.67
private,offer,2650,test,small car,automatic,105,lupo,125000,petrol,volkswagen,no,16.25
private,offer,2700,control,limousine,manual,75,astra,150000,diesel,opel,no,0.33
private,offer,8000,control,limousine,manual,68,citigo,5000,petrol,skoda,no,5.75
private,offer,27900,test,station wagon,automatic,179,mondeo,20000,diesel,ford,no,3.25
private,offer,25500,control,coupe,automatic,177,scirocco,30000,diesel,volkswagen,no,5.83
private,offer,850,control,small car,manual,75,ibiza,150000,petrol,seat,no,18.33
private,offer,9950,control,limousine,automatic,177,others,150000,diesel,bmw,no,14.5
private,offer,1300,test,small car,manual,75,golf,150000,petrol,volkswagen,no,22.0
private,offer,3950,control,small car,automatic,75,polo,50000,petrol,volkswagen,no,16.25
private,offer,22400,test,station wagon,manual,190,a6,90000,diesel,audi,no,7.42
private,offer,5600,control,limousine,manual,90,golf,70000,petrol,fiat,no,0.0
private,offer,1650,control,station wagon,manual,136,100,150000,petrol,audi,no,29.0
private,offer,9500,test,limousine,manual,143,1er,150000,diesel,bmw,no,11.5
private,offer,400,control,small car,manual,50,polo,150000,petrol,volkswagen,yes,21.67
private,offer,3300,test,station wagon,manual,136,3er,150000,diesel,bmw,no,17.33
private,offer,6500,test,station wagon,manual,163,c_klasse,20000,petrol,mercedes_benz,no,12.25
private,offer,3750,test,limousine,manual,95,a_klasse,90000,petrol,mercedes_benz,no,15.0
private,offer,200,control,small car,manual,52,fiesta,100000,petrol,ford,no,29.08
private,offer,850,test,limousine,manual,75,clio,125000,petrol,renault,yes,16.92
private,offer,1000,test,coupe,manual,55,polo,150000,petrol,volkswagen,no,24.5
private,offer,3250,test,limousine,manual,118,3er,150000,petrol,bmw,no,17.67
private,offer,750,control,small car,manual,54,corsa,150000,petrol,opel,no,19.17
private,offer,31500,test,bus,automatic,179,transporter,90000,diesel,volkswagen,no,4.08
private,offer,7999,test,bus,automatic,116,b_klasse,90000,petrol,mercedes_benz,no,10.92
private,offer,4900,control,limousine,manual,150,1er,150000,petrol,bmw,no,14.92
private,offer,6495,control,coupe,automatic,170,clk,150000,diesel,mercedes_benz,no,14.25
private,offer,21400,control,coupe,automatic,200,mustang,90000,petrol,ford,no,52.58
private,offer,4999,control,small car,manual,80,polo,125000,petrol,volkswagen,no,10.92
private,offer,1350,test,limousine,automatic,189,others,150000,lpg,chevrolet,yes,2.0
private,offer,670,test,small car,manual,75,polo,150000,petrol,volkswagen,no,22.42
private,offer,6990,test,small car,manual,92,2_reihe,150000,diesel,peugeot,no,6.42
private,offer,3499,control,limousine,automatic,184,3er,150000,diesel,bmw,no,17.5
private,offer,750,test,limousine,manual,109,laguna,150000,petrol,renault,no,21.0
private,offer,2200,test,limousine,manual,103,stilo,125000,petrol,fiat,no,14.0
private,offer,5199,control,small car,automatic,71,fortwo,80000,petrol,smart,no,10.0
private,offer,5600,control,limousine,automatic,150,c_klasse,150000,diesel,mercedes_benz,no,13.83
private,offer,4720,control,coupe,manual,169,golf,150000,petrol,nissan,no,27.67
private,offer,17500,test,suv,manual,170,tiguan,80000,diesel,volkswagen,no,9.42
private,offer,9300,control,station wagon,manual,129,3er,150000,petrol,bmw,no,11.17
private,offer,4500,test,limousine,manual,105,golf,150000,diesel,volkswagen,no,15.0
private,offer,18000,test,bus,manual,140,transporter,5000,diesel,volkswagen,no,9.0
private,offer,3200,test,limousine,manual,190,golf,150000,petrol,volkswagen,no,20.58
private,offer,2800,control,limousine,automatic,150,s_klasse,150000,diesel,mercedes_benz,yes,22.42
private,offer,4100,test,limousine,automatic,116,3er,125000,petrol,bmw,no,1.92
private,offer,950,test,station wagon,manual,144,850,150000,petrol,volvo,yes,22.67
private,offer,7500,test,limousine,manual,143,c_klasse,150000,petrol,mercedes_benz,no,13.67
private,offer,5999,control,station wagon,manual,136,v50,150000,diesel,volvo,no,12.25
private,offer,1500,control,limousine,manual,75,megane,150000,petrol,renault,no,19.08
private,offer,220,control,limousine,automatic,54,fortwo,125000,petrol,smart,no,18.0
private,offer,2950,control,limousine,automatic,193,a4,125000,petrol,audi,no,19.92
private,offer,999,test,station wagon,manual,75,astra,150000,petrol,opel,no,20.58
private,offer,1650,test,limousine,manual,90,focus,150000,diesel,ford,no,15.33
private,offer,5900,test,station wagon,manual,185,v70,150000,diesel,volvo,no,12.17
private,offer,2300,control,suv,manual,97,freelander,150000,diesel,land_rover,no,18.25
private,offer,4550,test,limousine,automatic,129,c_klasse,80000,petrol,mercedes_benz,no,16.5
private,offer,12000,test,bus,manual,147,verso,80000,petrol,toyota,no,8.5
private,offer,500,test,limousine,automatic,115,80,125000,petrol,audi,yes,26.25
private,offer,800,control,small car,manual,75,cordoba,150000,petrol,seat,no,20.33
private,offer,600,control,station wagon,manual,109,others,150000,petrol,citroen,no,16.5
